ID,Time step,Position,Number of neighbors,Moved,Transacted,Poor,Rich,Amount of income gained/lost,Amount of tax paid,Amount of tax received,Amount of charity given,Amount of charity received
0,0,"2,6",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
1,0,"17,9",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
2,0,"18,15",2,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
3,0,"15,7",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
4,0,"17,7",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
5,0,"10,12",3,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
6,0,"14,3",4,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
7,0,"14,11",4,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
8,0,"14,18",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
9,0,"7,10",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
10,0,"1,11",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
11,0,"9,1",3,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
12,0,"12,17",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
13,0,"3,18",3,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
14,0,"4,6",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
15,0,"0,15",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
16,0,"3,9",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
17,0,"2,13",3,False,True,False,False,2.0,0.5,0.09755592377796189,0,0.0
18,0,"12,18",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
19,0,"8,2",3,False,True,False,False,0.0,0.49019607843137253,0.09755592377796189,0,0.0
20,0,"6,0",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
21,0,"16,14",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
22,0,"15,3",5,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
23,0,"19,6",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
24,0,"6,18",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
25,0,"11,7",2,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
26,0,"11,12",3,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
28,0,"10,2",3,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
29,0,"15,12",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
30,0,"17,10",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
31,0,"6,14",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
33,0,"1,2",3,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
35,0,"18,17",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
36,0,"10,4",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
37,0,"15,4",4,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
38,0,"8,3",2,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
39,0,"12,14",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
40,0,"17,13",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
41,0,"11,3",4,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
42,0,"14,10",3,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
43,0,"13,1",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
44,0,"9,11",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
45,0,"4,17",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
46,0,"2,19",3,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
47,0,"3,13",2,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
48,0,"10,19",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
50,0,"14,4",4,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
52,0,"1,14",4,False,True,False,False,0.0,0.49019607843137253,0.09755592377796189,0,0.0
53,0,"18,5",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
54,0,"4,5",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
55,0,"2,15",3,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
56,0,"12,4",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
57,0,"2,16",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
61,0,"1,1",3,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
62,0,"5,13",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
63,0,"4,8",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
64,0,"7,17",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
65,0,"17,16",4,False,True,False,False,-2.0,0.0,0.09755592377796189,0,0.0
66,0,"6,5",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
67,0,"0,2",3,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
68,0,"1,19",2,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
69,0,"11,6",2,False,True,False,False,-1.0,0.0,0.09755592377796189,0,0.0
70,0,"12,12",3,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
71,0,"16,2",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
72,0,"8,13",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
73,0,"16,16",2,False,True,False,False,1.0,0.4950980392156863,0.09755592377796189,0,0.0
75,0,"13,11",4,False,True,False,False,-2.0,0.0,0.09755592377796189,0,0.0
76,0,"6,4",2,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
77,0,"9,9",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
78,0,"7,8",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
79,0,"4,15",1,False,False,False,False,0.0,0.0,0.09755592377796189,0,0.0
0,1,"2,5",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
1,1,"17,9",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
2,1,"18,15",2,False,True,False,False,2.0,0.9926734070355325,0.202018491638504,0,0.0
3,1,"15,6",2,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
4,1,"17,7",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
5,1,"10,12",3,False,True,False,False,1.0,0.4951027231212735,0.202018491638504,0,0.0
6,1,"14,3",3,False,True,False,False,2.0,0.9926734070355325,0.202018491638504,0,0.0
7,1,"15,11",3,False,True,False,False,1.0,0.4950980392156863,0.202018491638504,0,0.0
8,1,"14,18",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
9,1,"8,10",4,False,True,False,False,2.0,0.5,0.202018491638504,0,0.0
10,1,"1,10",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
11,1,"9,1",3,False,True,False,False,2.0,0.9926734070355325,0.202018491638504,0,0.0
12,1,"12,17",2,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
13,1,"3,19",2,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
14,1,"4,6",3,False,True,False,False,1.0,0.4951027231212735,0.202018491638504,0,0.0
15,1,"0,16",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
16,1,"3,8",2,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
17,1,"2,14",4,False,True,False,False,2.0,0.5,0.202018491638504,0,0.0
18,1,"12,18",2,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
19,1,"9,2",3,False,True,False,False,-1.0,0.49019607843137253,0.202018491638504,0,0.0
20,1,"6,0",1,False,True,False,False,1.0,0.4951027231212735,0.202018491638504,0,0.0
21,1,"16,15",2,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
22,1,"15,3",4,False,True,False,False,-1.0,0.0,0.202018491638504,0,0.0
23,1,"19,7",1,False,False,False,False,0.0,0.0,0.202018491638504,0,0.0
24,1,"6,19",2,False,True,False,False,0.0,0.4902054462425471,0.202018491638504,0,0.0
