ID,Time step,Position,Number of neighbors,Moved,Transacted,Poor,Rich,Amount of income gained/lost,Amount of tax paid,Amount of tax received,Amount of charity given,Amount of charity received
0,0,"[np.int64(14), np.int64(2)]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
1,0,"[np.int64(5), np.int64(3)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
2,0,"[np.int64(15), np.int64(8)]",4,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
3,0,"[np.int64(12), np.int64(11)]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
4,0,"[18, 8]",2,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
5,0,"[12, 12]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
6,0,"[3, 3]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
7,0,"[np.int64(14), np.int64(9)]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
8,0,"[np.int64(14), np.int64(13)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
9,0,"[np.int64(4), np.int64(9)]",4,False,True,False,False,2.0,0.5,0.10943468296409473,0,0.0
10,0,"[np.int64(9), np.int64(14)]",2,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
11,0,"[np.int64(0), np.int64(12)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
12,0,"[np.int64(14), np.int64(18)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
13,0,"[np.int64(13), np.int64(8)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
14,0,"[np.int64(17), np.int64(11)]",4,False,True,False,False,2.0,0.5,0.10943468296409473,0,0.0
15,0,"[8, 11]",4,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
16,0,"[np.int64(6), np.int64(10)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
17,0,"[np.int64(14), np.int64(4)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
18,0,"[np.int64(5), np.int64(7)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
19,0,"[17, 10]",3,False,True,False,False,0.0,0.49019607843137253,0.10943468296409473,0,0.0
20,0,"[np.int64(10), np.int64(9)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
21,0,"[6, 17]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
22,0,"[np.int64(16), np.int64(7)]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
23,0,"[np.int64(5), np.int64(16)]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
24,0,"[3, 10]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
25,0,"[np.int64(10), np.int64(13)]",4,False,True,False,False,-2.0,0.0,0.10943468296409473,0,0.0
26,0,"[np.int64(14), np.int64(0)]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
27,0,"[6, 18]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
28,0,"[5, 5]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
29,0,"[15, 0]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
30,0,"[12, 4]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
31,0,"[14, 6]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
32,0,"[np.int64(2), np.int64(18)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
33,0,"[12, 16]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
34,0,"[9, 7]",4,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
35,0,"[np.int64(0), np.int64(8)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
36,0,"[np.int64(6), np.int64(4)]",4,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
37,0,"[11, 14]",2,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
38,0,"[np.int64(9), np.int64(0)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
39,0,"[np.int64(0), np.int64(14)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
40,0,"[np.int64(18), np.int64(14)]",3,False,True,False,False,2.0,0.5,0.10943468296409473,0,0.0
41,0,"[np.int64(18), np.int64(7)]",2,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
42,0,"[13, 1]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
43,0,"[np.int64(5), np.int64(1)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
44,0,"[np.int64(4), np.int64(17)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
45,0,"[np.int64(10), np.int64(8)]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
46,0,"[np.int64(8), np.int64(10)]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
47,0,"[np.int64(17), np.int64(13)]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
48,0,"[np.int64(7), np.int64(19)]",2,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
49,0,"[10, 2]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
50,0,"[6, 14]",2,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
51,0,"[np.int64(7), np.int64(1)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
52,0,"[8, 8]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
53,0,"[9, 16]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
54,0,"[np.int64(11), np.int64(12)]",4,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
55,0,"[11, 5]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
56,0,"[np.int64(3), np.int64(1)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
57,0,"[7, 12]",2,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
58,0,"[9, 11]",3,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
59,0,"[11, 1]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
60,0,"[16, 12]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
61,0,"[16, 10]",3,False,True,False,False,-2.0,0.0,0.10943468296409473,0,0.0
62,0,"[np.int64(2), np.int64(15)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
63,0,"[4, 8]",4,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
64,0,"[np.int64(17), np.int64(15)]",2,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
65,0,"[12, 5]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
66,0,"[np.int64(8), np.int64(6)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
67,0,"[14, 3]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
68,0,"[np.int64(11), np.int64(19)]",1,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
69,0,"[np.int64(3), np.int64(8)]",4,False,True,False,False,-2.0,0.0,0.10943468296409473,0,0.0
70,0,"[16, 8]",3,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
71,0,"[np.int64(7), np.int64(15)]",2,False,True,False,False,-1.0,0.0,0.10943468296409473,0,0.0
72,0,"[np.int64(9), np.int64(17)]",2,False,False,False,False,0.0,0.0,0.10943468296409473,0,0.0
74,0,"[np.int64(2), np.int64(9)]",3,False,True,False,False,1.0,0.4950980392156863,0.10943468296409473,0,0.0
